id,created_at,updated_at,deleted_at,facility_name,robot_id,plc_id,tag_name,tag_address,comment,data_type,action,screen,svg_element,true_condition_color,false_condition_color,blinking,refresh_rate
86d06708-48ce-4a0d-a37d-031ad2bef0d8,2026-06-25 07:25:07.270228+00,2026-06-25 07:25:07.270228+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0011,M0011,M0011_BOOL_TAG,BOOL,,,f,,,f,0
666b43cd-6c73-450d-9089-67db5e8b52c6,2026-06-25 07:25:07.270835+00,2026-06-25 07:25:07.270835+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0012,M0012,M0012_BOOL_TAG,BOOL,,,f,,,f,0
d1af1075-eed1-488e-b552-d9be91e82e9b,2026-06-25 07:25:07.271416+00,2026-06-25 07:25:07.271416+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0013,M0013,M0013_BOOL_TAG,BOOL,,,f,,,f,0
3da335d8-0406-4f31-9681-b283ee4b4da0,2026-06-25 07:25:07.2721+00,2026-06-25 07:25:07.2721+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0014,M0014,M0014_BOOL_TAG,BOOL,,,f,,,f,0
477139d6-40fb-4e05-88bf-b319e41edb14,2026-06-25 07:25:07.272687+00,2026-06-25 07:25:07.272687+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0015,M0015,M0015_BOOL_TAG,BOOL,,,f,,,f,0
156f5236-fe23-4e74-8226-efc1203d3d88,2026-06-25 07:25:07.273234+00,2026-06-25 07:25:07.273234+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0016,M0016,M0016_BOOL_TAG,BOOL,,,f,,,f,0
ad8c47dc-f5fd-404c-9187-8323fd6ce0ed,2026-06-25 07:25:07.273809+00,2026-06-25 07:25:07.273809+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0017,M0017,M0017_BOOL_TAG,BOOL,,,f,,,f,0
dba3ba9d-c0f6-41f2-b22f-cc859b217e05,2026-06-25 07:25:07.274461+00,2026-06-25 07:25:07.274461+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0018,M0018,M0018_BOOL_TAG,BOOL,,,f,,,f,0
1f3aed37-fb00-4f57-8d34-2ac60eebe0e4,2026-06-25 07:25:07.275446+00,2026-06-25 07:25:07.275446+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0019,M0019,M0019_BOOL_TAG,BOOL,,,f,,,f,0
19eae462-ee54-4b4d-a5a2-553309718e9d,2026-06-25 07:25:07.276314+00,2026-06-25 07:25:07.276314+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0020,M0020,M0020_BOOL_TAG,BOOL,,,f,,,f,0
823957d5-281c-4b14-bd18-071349453f29,2026-06-25 07:25:07.277029+00,2026-06-25 07:25:07.277029+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0021,M0021,M0021_BOOL_TAG,BOOL,,,f,,,f,0
6307abb0-0ef6-450b-a653-9968654d2fe3,2026-06-25 07:25:07.278104+00,2026-06-25 07:25:07.278104+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0022,M0022,M0022_BOOL_TAG,BOOL,,,f,,,f,0
e34b2473-3d5f-40c8-a1c4-e69728cadebc,2026-06-25 07:25:07.27902+00,2026-06-25 07:25:07.27902+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0023,M0023,M0023_BOOL_TAG,BOOL,,,f,,,f,0
fa19f7e9-480c-41c4-8b6a-dd9ed306df6b,2026-06-25 07:25:07.279934+00,2026-06-25 07:25:07.279934+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0024,M0024,M0024_BOOL_TAG,BOOL,,,f,,,f,0
393d41ae-abfb-4cd8-b478-98ca053872b4,2026-06-25 07:25:07.280854+00,2026-06-25 07:25:07.280854+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0025,M0025,M0025_BOOL_TAG,BOOL,,,f,,,f,0
2f72e129-ecc8-4f20-87f6-fc58b4a7db0f,2026-06-25 07:25:07.281738+00,2026-06-25 07:25:07.281738+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0026,M0026,M0026_BOOL_TAG,BOOL,,,f,,,f,0
a0c13fc9-557b-41e8-a2c6-0eb5eb86ed43,2026-06-25 07:25:07.282865+00,2026-06-25 07:25:07.282865+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0027,M0027,M0027_BOOL_TAG,BOOL,,,f,,,f,0
c84c47f9-4359-4a67-a419-0fdc993060fb,2026-06-25 07:25:07.283636+00,2026-06-25 07:25:07.283636+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0028,M0028,M0028_BOOL_TAG,BOOL,,,f,,,f,0
524fbc89-422e-408c-b750-3f6729407a8c,2026-06-25 07:25:07.28429+00,2026-06-25 07:25:07.28429+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0029,M0029,M0029_BOOL_TAG,BOOL,,,f,,,f,0
1ce6f57b-8828-46b2-97b2-7965f6be9daa,2026-06-25 07:25:07.284951+00,2026-06-25 07:25:07.284951+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0030,M0030,M0030_BOOL_TAG,BOOL,,,f,,,f,0
5b139df6-952e-4a8f-9752-51a1f546faee,2026-06-25 07:25:07.285553+00,2026-06-25 07:25:07.285553+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0031,M0031,M0031_BOOL_TAG,BOOL,,,f,,,f,0
7c29813b-88e9-4ddc-8d44-a6466e6e7789,2026-06-25 07:25:07.286188+00,2026-06-25 07:25:07.286188+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0032,M0032,M0032_BOOL_TAG,BOOL,,,f,,,f,0
6cf05675-d3ae-42e5-a569-0e97ef9aa811,2026-06-25 07:25:07.286806+00,2026-06-25 07:25:07.286806+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0033,M0033,M0033_BOOL_TAG,BOOL,,,f,,,f,0
e6b1ff4d-9abc-4843-b764-7aa5bf0cc74a,2026-06-25 07:25:07.287445+00,2026-06-25 07:25:07.287445+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0034,M0034,M0034_BOOL_TAG,BOOL,,,f,,,f,0
ed2ccaab-fc2e-4364-8504-899129d5807e,2026-06-25 07:25:07.288018+00,2026-06-25 07:25:07.288018+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0035,M0035,M0035_BOOL_TAG,BOOL,,,f,,,f,0
4674452a-8e90-4d94-b055-ca3cb0dc9913,2026-06-25 07:25:07.288618+00,2026-06-25 07:25:07.288618+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0036,M0036,M0036_BOOL_TAG,BOOL,,,f,,,f,0
4ed7cd20-36b1-4843-ad6d-1d200b146606,2026-06-25 07:25:07.289174+00,2026-06-25 07:25:07.289174+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0037,M0037,M0037_BOOL_TAG,BOOL,,,f,,,f,0
03dcadd4-e31f-4f8a-baf5-f9c8f604509f,2026-06-25 07:25:07.289743+00,2026-06-25 07:25:07.289743+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0038,M0038,M0038_BOOL_TAG,BOOL,,,f,,,f,0
ac5d62d9-59a0-4582-84f5-aeb68689fdab,2026-06-25 07:25:07.290308+00,2026-06-25 07:25:07.290308+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0039,M0039,M0039_BOOL_TAG,BOOL,,,f,,,f,0
2c3914de-21bb-4673-a635-941cc9257b1b,2026-06-25 07:25:07.290886+00,2026-06-25 07:25:07.290886+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0040,M0040,M0040_BOOL_TAG,BOOL,,,f,,,f,0
028725af-1540-4725-9215-add801e09a89,2026-06-25 07:25:07.291564+00,2026-06-25 07:25:07.291564+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0041,M0041,M0041_BOOL_TAG,BOOL,,,f,,,f,0
d5d96d93-58cd-4f71-b165-16a5396375d7,2026-06-25 07:25:07.292274+00,2026-06-25 07:25:07.292274+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0042,M0042,M0042_BOOL_TAG,BOOL,,,f,,,f,0
ac755ea3-d51d-41b2-93e5-f40a1b04c9d6,2026-06-25 07:25:07.292834+00,2026-06-25 07:25:07.292834+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0043,M0043,M0043_BOOL_TAG,BOOL,,,f,,,f,0
124f03f9-9467-4cc8-b111-e22578fb174b,2026-06-25 07:25:07.293497+00,2026-06-25 07:25:07.293497+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0044,M0044,M0044_BOOL_TAG,BOOL,,,f,,,f,0
409e8e77-94db-46e2-826f-7d38332b8538,2026-06-25 07:25:07.294219+00,2026-06-25 07:25:07.294219+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0045,M0045,M0045_BOOL_TAG,BOOL,,,f,,,f,0
5f4b0a8a-b6a9-470f-a105-78f36c9fdbde,2026-06-25 07:25:07.294991+00,2026-06-25 07:25:07.294991+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0046,M0046,M0046_BOOL_TAG,BOOL,,,f,,,f,0
ee12f3d7-8905-41e8-bc7c-b5084ac3bee6,2026-06-25 07:25:07.295618+00,2026-06-25 07:25:07.295618+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0047,M0047,M0047_BOOL_TAG,BOOL,,,f,,,f,0
9d1f2bf1-4eb6-40e5-ae03-89f9ccc0f748,2026-06-25 07:25:07.296222+00,2026-06-25 07:25:07.296222+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0048,M0048,M0048_BOOL_TAG,BOOL,,,f,,,f,0
76a01e08-ce6c-49b8-9504-56884b19e9a6,2026-06-25 07:25:07.296801+00,2026-06-25 07:25:07.296801+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0049,M0049,M0049_BOOL_TAG,BOOL,,,f,,,f,0
3697db6d-3e13-4f27-bb04-219cd436989f,2026-06-25 07:25:07.297485+00,2026-06-25 07:25:07.297485+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0050,M0050,M0050_BOOL_TAG,BOOL,,,f,,,f,0
a723f456-ac62-4cc9-a1ac-a6ae5c3b8982,2026-06-25 07:25:07.298176+00,2026-06-25 07:25:07.298176+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0051,M0051,M0051_BOOL_TAG,BOOL,,,f,,,f,0
8662310c-800f-4b46-94c3-7de75860bff4,2026-06-25 07:25:07.298804+00,2026-06-25 07:25:07.298804+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0052,M0052,M0052_BOOL_TAG,BOOL,,,f,,,f,0
3d207041-adc6-4640-990f-8b015c3d9c9a,2026-06-25 07:25:07.299476+00,2026-06-25 07:25:07.299476+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0053,M0053,M0053_BOOL_TAG,BOOL,,,f,,,f,0
1e3dfd46-ec73-444a-8f45-895566c03b7d,2026-06-25 07:25:07.300113+00,2026-06-25 07:25:07.300113+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0054,M0054,M0054_BOOL_TAG,BOOL,,,f,,,f,0
be381398-5825-4809-8f48-999d9a3cbb01,2026-06-25 07:25:07.300708+00,2026-06-25 07:25:07.300708+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0055,M0055,M0055_BOOL_TAG,BOOL,,,f,,,f,0
042aa491-3bcc-416a-803e-23f043566a1f,2026-06-25 07:25:07.301551+00,2026-06-25 07:25:07.301551+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0056,M0056,M0056_BOOL_TAG,BOOL,,,f,,,f,0
6693bae0-3179-4716-8446-19964a0a9832,2026-06-25 07:25:07.302612+00,2026-06-25 07:25:07.302612+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0057,M0057,M0057_BOOL_TAG,BOOL,,,f,,,f,0
c8fff5b9-f204-4377-a947-61ef32bb21f7,2026-06-25 07:25:07.303528+00,2026-06-25 07:25:07.303528+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0058,M0058,M0058_BOOL_TAG,BOOL,,,f,,,f,0
c6725857-a0bc-4895-af77-57b9fade7d62,2026-06-25 07:25:07.304405+00,2026-06-25 07:25:07.304405+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0059,M0059,M0059_BOOL_TAG,BOOL,,,f,,,f,0
9e15f226-995d-47f2-a02d-46291cda7082,2026-06-25 07:25:07.30561+00,2026-06-25 07:25:07.30561+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0060,M0060,M0060_BOOL_TAG,BOOL,,,f,,,f,0
c1cc5c47-b099-46de-984d-c893c22b0c97,2026-06-25 07:25:07.306458+00,2026-06-25 07:25:07.306458+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0061,M0061,M0061_BOOL_TAG,BOOL,,,f,,,f,0
093d0f99-d17c-4d86-9c66-5af0187ba0f6,2026-06-25 07:25:07.307309+00,2026-06-25 07:25:07.307309+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0062,M0062,M0062_BOOL_TAG,BOOL,,,f,,,f,0
db917e8e-d1a4-46d5-ab1a-e3262e4799e7,2026-06-25 07:25:07.30819+00,2026-06-25 07:25:07.30819+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0063,M0063,M0063_BOOL_TAG,BOOL,,,f,,,f,0
efef444b-9d0a-43d1-a807-2c5286d2d4b3,2026-06-25 07:25:07.309392+00,2026-06-25 07:25:07.309392+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0064,M0064,M0064_BOOL_TAG,BOOL,,,f,,,f,0
1457d371-6a1a-4c24-a7d1-fa9ac1e6f992,2026-06-25 07:25:07.310407+00,2026-06-25 07:25:07.310407+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0065,M0065,M0065_BOOL_TAG,BOOL,,,f,,,f,0
9ef2866c-b96a-43c0-8aa0-e3ed3d57a475,2026-06-25 07:25:07.311401+00,2026-06-25 07:25:07.311401+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0066,M0066,M0066_BOOL_TAG,BOOL,,,f,,,f,0
4135fff8-c6a8-4109-8adf-0614553765bf,2026-06-25 07:25:07.312264+00,2026-06-25 07:25:07.312264+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0067,M0067,M0067_BOOL_TAG,BOOL,,,f,,,f,0
012eca9b-3d3d-4396-86cf-e483018c2fb6,2026-06-25 07:25:07.313111+00,2026-06-25 07:25:07.313111+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0068,M0068,M0068_BOOL_TAG,BOOL,,,f,,,f,0
d03da3fb-ec7f-4db4-891d-3df0c573837f,2026-06-25 07:25:07.313999+00,2026-06-25 07:25:07.313999+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0069,M0069,M0069_BOOL_TAG,BOOL,,,f,,,f,0
85c1a9d5-389b-4675-815d-2e8c3c873f90,2026-06-25 07:25:07.31487+00,2026-06-25 07:25:07.31487+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0070,M0070,M0070_BOOL_TAG,BOOL,,,f,,,f,0
9e4be8b5-e5f2-4b28-8ade-024c4a7c4bf0,2026-06-25 07:25:07.316652+00,2026-06-25 07:25:07.316652+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0071,M0071,M0071_BOOL_TAG,BOOL,,,f,,,f,0
71cce4c3-0df2-4259-b20d-8f6b4f6efbfd,2026-06-25 07:25:07.317769+00,2026-06-25 07:25:07.317769+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0072,M0072,M0072_BOOL_TAG,BOOL,,,f,,,f,0
8feeb521-241f-490b-b903-cda7e380a099,2026-06-25 07:25:07.318899+00,2026-06-25 07:25:07.318899+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0073,M0073,M0073_BOOL_TAG,BOOL,,,f,,,f,0
e34a2ae5-d156-4820-a4d4-2ebbae9e5057,2026-06-25 07:25:07.319873+00,2026-06-25 07:25:07.319873+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0074,M0074,M0074_BOOL_TAG,BOOL,,,f,,,f,0
39018542-7e29-4a84-ba8e-c812c58d3eba,2026-06-25 07:25:07.320887+00,2026-06-25 07:25:07.320887+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0075,M0075,M0075_BOOL_TAG,BOOL,,,f,,,f,0
c4a0fb1b-d1ae-4738-977f-aed1a287a047,2026-06-25 07:25:07.321795+00,2026-06-25 07:25:07.321795+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0076,M0076,M0076_BOOL_TAG,BOOL,,,f,,,f,0
26259579-819f-4a2d-ad0e-8066a985f8a2,2026-06-25 07:25:07.322646+00,2026-06-25 07:25:07.322646+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0077,M0077,M0077_BOOL_TAG,BOOL,,,f,,,f,0
dc7a0b44-2aa8-4f2c-8cfa-d81298009870,2026-06-25 07:25:07.323528+00,2026-06-25 07:25:07.323528+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0078,M0078,M0078_BOOL_TAG,BOOL,,,f,,,f,0
cb5dd95b-6884-4a39-9f2d-8dab0144d894,2026-06-25 07:25:07.32457+00,2026-06-25 07:25:07.32457+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0079,M0079,M0079_BOOL_TAG,BOOL,,,f,,,f,0
5bdaab49-e752-438e-9f09-de8b230819fc,2026-06-25 07:25:07.325881+00,2026-06-25 07:25:07.325881+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0080,M0080,M0080_BOOL_TAG,BOOL,,,f,,,f,0
87535e9d-5c1b-4d5a-a27b-3a34742a63f8,2026-06-25 07:25:07.327501+00,2026-06-25 07:25:07.327501+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0081,M0081,M0081_BOOL_TAG,BOOL,,,f,,,f,0
b0db34f5-8e5a-432c-97e3-214984d7b711,2026-06-25 07:25:07.328722+00,2026-06-25 07:25:07.328722+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0082,M0082,M0082_BOOL_TAG,BOOL,,,f,,,f,0
7d0b7041-cf9a-4e7c-9633-f23a94e4244d,2026-06-25 07:25:07.330146+00,2026-06-25 07:25:07.330146+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0083,M0083,M0083_BOOL_TAG,BOOL,,,f,,,f,0
19600a17-b79f-4cee-8fcb-132e38c809ee,2026-06-25 07:25:07.331068+00,2026-06-25 07:25:07.331068+00,,GOTEST,6f131fe1-edd6-40e9-a640-73b84c642b5b,6dcde235-05e8-4f96-94ba-68fc4d0ab9cb,M0084,M0084,M0084_BOOL_TAG,BOOL,,,f,,,f,0
